Task ID,Supplier ID,Cost
T125,S22,0.3985860027351804
T125,S11,0.3989724033838787
T125,S33,0.4019413662048694
T125,S35,0.4035757905320016
T126,S15,0.3870377601625591
T126,S58,0.3885724044351663
T126,S33,0.4074591055234098
T126,S25,0.4076412582441006
T126,S20,0.4084824706426659
T126,S23,0.4087434201653235
T126,S32,0.4124172826119325
T126,S45,0.415701129979441
T126,S47,0.4160176716507299
T126,S57,0.4171836203325589
T127,S34,0.3949862856837662
T127,S49,0.4098116234233384
T127,S16,0.4113225998920691
T127,S41,0.414836046952273
T127,S19,0.4164127699460485
T127,S47,0.4166070547896351
T127,S11,0.4170942256558169
T127,S25,0.4225203329637356
T127,S27,0.4268836782095794
T127,S59,0.4275044687948481
T128,S22,0.4174258112574086
T128,S30,0.4217013333275192
T128,S58,0.4238502363663704
T128,S9,0.4242424702551292
T128,S17,0.4276896041230492
T128,S12,0.4287815343209551
T128,S4,0.4309160279689079
T128,S14,0.4334213522247577
T128,S51,0.4340036964699346
T128,S47,0.4350831469372939
T129,S59,0.3872057687206047
T129,S42,0.3890752608548335
T129,S57,0.3910157745124577
T129,S4,0.3940537596059178
T129,S12,0.3946261825387821
T129,S48,0.3958331674045964
T129,S34,0.396943807047368
T129,S8,0.3981663064178672
T129,S40,0.3987907872639129
T129,S23,0.3996109067783651
T13,S51,0.2955501395805435
T13,S57,0.3086422948007897
T13,S47,0.3144971045785618
T13,S27,0.3246634300888952
T13,S4,0.3273280115761767
T13,S36,0.3280834782626797
T13,S56,0.3288094033774881
T13,S18,0.3300534592431476
T13,S46,0.3346009562166382
T13,S20,0.3355328210886169
T130,S35,0.3778679029154589
T130,S19,0.3834281879289277
T130,S12,0.3870228345212208
T130,S58,0.3888918489825305
T130,S22,0.3895139000315836
T130,S21,0.3917946209154082
T130,S46,0.393219450574697
T130,S40,0.3934724307700917
T130,S47,0.3945677573064674
T130,S16,0.3950193247101197
T14,S15,0.3010289292276764
T14,S18,0.3032375997876602
T14,S56,0.3114374378108072
T14,S60,0.3126699551825349
T14,S10,0.3131573416321577
T14,S47,0.3209921098625575
T14,S57,0.3225569272545846
T14,S6,0.3228454534259948
T14,S54,0.3271731398813232
T14,S27,0.3298955199817666
T16,S36,0.3161099466780201
T16,S56,0.3171305951616787
T16,S47,0.3224313149258681
T16,S15,0.3266753518406637
T16,S49,0.326716549753878
T16,S51,0.3280622170973235
T16,S22,0.3367489157019801
T16,S52,0.3374503777395132
T16,S54,0.3388528020731318
T16,S10,0.3390401397066103
T17,S56,0.3213796834281341
T17,S57,0.3246473760459471
T17,S60,0.3307987400274813
T17,S46,0.3328661632360968
T17,S51,0.3439236126975946
T17,S29,0.3456885770233686
T17,S13,0.3463539737746713
T17,S33,0.3477987620559566
T17,S11,0.3515288352458808
T17,S18,0.3521486855839173
T19,S49,0.3090740878169272
T19,S56,0.3106497020819316
T19,S4,0.310797185237146
T19,S54,0.3125011434036475
T19,S36,0.314067957679381
T19,S51,0.3152932417712231
T19,S52,0.3167209380919524
T19,S50,0.3179107105926224
T19,S57,0.3224600241193884
T19,S6,0.3277359628118008
T2,S18,0.3963786911269537
T2,S34,0.4028372605673397
T2,S27,0.407254306451159
T2,S33,0.407844819393989
T2,S39,0.4083254061807618
T2,S47,0.4083641005448849
T2,S15,0.4084295256743759
T2,S45,0.4096912821463813
T2,S50,0.4115811027617695
T2,S32,0.4121653406016462
T20,S60,0.3092552574263022
T20,S56,0.3162611120766328
T20,S10,0.3195647318318215
T20,S15,0.3240806116876423
T20,S51,0.3244812749528222
T20,S40,0.3306007956309414
T20,S30,0.3310406665590986
T20,S13,0.3324258846913425
T20,S39,0.3338781567885973
T20,S14,0.3343210833282347
T21,S10,0.3195932401807798
T21,S56,0.3249444096209934
T21,S15,0.3253756635823808
T21,S47,0.3256000807610695
T21,S57,0.3331237514443332
T21,S33,0.3355306042814067
T21,S60,0.3412951798543148
T21,S40,0.3415344185615003
T21,S39,0.3453706219656867
T21,S53,0.3469794823267399
T23,S15,0.3057378988136602
T23,S10,0.3071119170550697
T23,S51,0.3079829515475637
T23,S18,0.3102376423360241
T23,S39,0.3122181549990208
T23,S13,0.3131790337456874
T23,S60,0.3141584753465964
T23,S27,0.3160531986926137
T23,S57,0.3176244909596881
T23,S56,0.3186348099438019
T25,S57,0.3989893358856281
T25,S15,0.4002555137005063
T25,S37,0.4030719237178461
T25,S24,0.412876205556387
T25,S28,0.4134100119256578
T25,S19,0.4146035198006738
T25,S29,0.4156274301785826
T25,S14,0.4160851139093459
T25,S52,0.4178312940598684
T25,S30,0.4199978580688496
T26,S56,0.2802101284287354
T26,S15,0.2972564652639693
T26,S27,0.3004135999258132
T26,S57,0.3028675853806308
T26,S4,0.305729693290974
T26,S36,0.3061963621258355
T26,S40,0.3068493174955824
T26,S60,0.307301875518599
T26,S51,0.3086674848568662
T26,S18,0.3134289963777084
T27,S33,0.403649259884674
T27,S37,0.4126573425160287
T27,S34,0.4128358916829749
T27,S19,0.4151267901374428
T27,S50,0.4182092240379076
T27,S13,0.418445500979391
T27,S56,0.4189204977834923
T27,S22,0.4207300391338611
T27,S54,0.4210587993633149
T27,S30,0.4227276283601288
T28,S56,0.3057599165868138
T28,S51,0.3063827269224845
T28,S13,0.3230231625826965
T28,S52,0.3235820139946132
T28,S47,0.3276406575504004
T28,S10,0.3301060432114734
T28,S22,0.3312311898745202
T28,S40,0.3351098859261532
T28,S39,0.3355052350385221
T28,S57,0.3358969350848505
T29,S15,0.309452549246773
T29,S51,0.3182521862090658
T29,S18,0.3198022298027391
T29,S56,0.3233227581462143
T29,S60,0.3309425298608506
T29,S53,0.3312869303402517
T29,S40,0.3315033862629393
T29,S47,0.3318799135610153
T29,S49,0.3351743383256985
T29,S50,0.3356622768633481
T3,S56,0.310394598380362
T3,S40,0.3134686169594304
T3,S57,0.3192640789115066
T3,S39,0.322107354495692
T3,S51,0.3244249240240097
T3,S54,0.3271561530548029
T3,S6,0.3314058934681406
T3,S60,0.3339212036456083
T3,S63,0.335122338438481
T3,S11,0.3358740374356429
T30,S33,0.4617306881830604
T30,S34,0.4669687272887236
T30,S14,0.4714710326902384
T30,S4,0.4727282911720233
T30,S30,0.4727769476955729
T30,S8,0.4772131141374794
T30,S6,0.4805854166093469
T30,S47,0.4809881787923001
T30,S50,0.4813296794077304
T30,S19,0.4825929675350394
T31,S39,0.4042319023467804
T31,S14,0.406425327214721
T31,S29,0.4153783692692147
T31,S34,0.4162757607661368
T31,S33,0.4193543435807327
T31,S51,0.4209300972854561
T31,S47,0.4216176424825348
T31,S22,0.4234568814305178
T31,S19,0.4236287934653204
T31,S50,0.4240924358941081
T33,S57,0.3881731893064676
T33,S51,0.4024784615678342
T33,S34,0.4026764676719513
T33,S27,0.4108629030077835
T33,S56,0.4114979183063596
T33,S47,0.4120122228112048
T33,S9,0.4141092045030478
T33,S50,0.4157020336848871
T33,S22,0.4163546971382497
T33,S29,0.4172127298378226
T34,S57,0.2909672921417024
T34,S40,0.2939254157540225
T34,S24,0.2963876995547112
T34,S56,0.3022132425651792
T34,S32,0.3023937299852497
T34,S7,0.3038127588190141
T34,S4,0.3073307826436685
T34,S15,0.3076918244033467
T34,S47,0.3090314618480216
T34,S13,0.3094025421688191
T35,S19,0.2837515447099465
T35,S30,0.2850431695773312
T35,S14,0.2891723304369108
T35,S57,0.2928229440540241
T35,S49,0.2934060623918414
T35,S62,0.2935964179323825
T35,S43,0.2942857880758505
T35,S4,0.2973196689337803
T35,S59,0.2984763098855496
T35,S8,0.2997984082737931
T36,S46,0.2845749503426144
T36,S40,0.298487824183712
T36,S39,0.3010136845984674
T36,S51,0.3014941765263595
T36,S60,0.3028322562410462
T36,S12,0.30290466767143
T36,S47,0.3048566126282397
T36,S13,0.3053881308631013
T36,S6,0.3055712152056785
T36,S56,0.3087736366126997
T37,S15,0.3077869750114533
T37,S10,0.3102175423287501
T37,S33,0.312139707594705
T37,S46,0.3140508858402013
T37,S56,0.3147542203288607
T37,S36,0.3167345443650559
T37,S9,0.3167363110365412
T37,S19,0.3193984919049362
T37,S48,0.3214858641223166
T37,S29,0.3234330673016578
T38,S56,0.3096466309090738
T38,S28,0.3149883732202019
T38,S33,0.316035496190519
T38,S40,0.3262382212167488
T38,S19,0.3335339995652042
T38,S49,0.334336958024668
T38,S39,0.3349956997441642
T38,S29,0.3360782133353727
T38,S27,0.3361140597219724
T38,S48,0.336202323018708
T39,S10,0.3215412555492585
T39,S56,0.3336607728371014
T39,S11,0.3352952370078119
T39,S52,0.3354134966228282
T39,S15,0.3355559581282376
T39,S40,0.3385455550791779
T39,S13,0.3388767443249832
T39,S55,0.3394648209202082
T39,S33,0.3401518557139531
T39,S29,0.3438200430215568
T4,S15,0.3507376906166599
T4,S56,0.355369572230231
T4,S27,0.3563504106341093
T4,S60,0.3571807467920214
T4,S18,0.3696845557763404
T4,S11,0.3747068731640453
T4,S47,0.3780953492737211
T4,S34,0.3791009400950213
T4,S7,0.3798560631903643
T4,S57,0.3815652342145098
T40,S32,0.3104273185710572
T40,S64,0.3114779195631977
T40,S29,0.3175372051467452
T40,S10,0.3178463341269766
T40,S15,0.3179752675581602
T40,S33,0.3180558701028174
T40,S60,0.3181395846833798
T40,S48,0.3195722722270731
T40,S52,0.3196923078957187
T40,S55,0.3207025701106721
T41,S56,0.31190537489244
T41,S22,0.3149807575003525
T41,S15,0.318070185811469
T41,S4,0.3181723347063073
T41,S10,0.3188305336926181
T41,S33,0.3198886710826385
T41,S46,0.3220873628784263
T41,S52,0.3246956737021678
T41,S28,0.325776144960467
T41,S5,0.3259091624344747
T42,S55,0.3006761738827437
T42,S15,0.3051267124501364
T42,S25,0.3103222172161248
T42,S33,0.3110017383661813
T42,S20,0.3127474728835736
T42,S29,0.313540105906583
T42,S52,0.3147406762992892
T42,S53,0.3222972924559106
T42,S56,0.3227147008497514
T42,S64,0.3237171838959063
T44,S33,0.2948900620222627
T44,S48,0.2999036779987237
T44,S34,0.3043598519151705
T44,S49,0.3045909897169743
T44,S15,0.3047298054399376
T44,S56,0.3049113615705131
T44,S53,0.3105303957117515
T44,S11,0.3160217985254733
T44,S40,0.316264094547239
T44,S57,0.3169749437343895
T45,S33,0.2962503984609824
T45,S55,0.3085607431999314
T45,S15,0.3112892463820449
T45,S13,0.313321890579911
T45,S56,0.3161127117049472
T45,S11,0.3172143352951456
T45,S4,0.317461390473461
T45,S53,0.3204308989965856
T45,S28,0.3231373374948937
T45,S34,0.3237670010043761
T46,S33,0.3272278212351771
T46,S11,0.3318860276893267
T46,S51,0.3373037874932716
T46,S56,0.3378524886719735
T46,S52,0.3389985001303798
T46,S9,0.3413582190414481
T46,S23,0.3418773941005088
T46,S34,0.3442966431919744
T46,S40,0.3446995557910264
T46,S13,0.3459266262689707
T47,S51,0.302597217457459
T47,S52,0.3098934611673303
T47,S64,0.3120999570084888
T47,S55,0.3125228194290063
T47,S10,0.3127883804798057
T47,S56,0.3139273750479627
T47,S34,0.3140319187818352
T47,S48,0.3192712789472459
T47,S7,0.3218589185285252
T47,S24,0.3225356667204784
T48,S10,0.3153830956255687
T48,S52,0.3204047574170959
T48,S33,0.3232413510729358
T48,S56,0.3239689090967815
T48,S55,0.3250267424066477
T48,S48,0.3288247877956425
T48,S5,0.3289942099344484
T48,S51,0.331008660142855
T48,S1,0.3312616541250988
T48,S18,0.3324196093114643
T49,S56,0.313594905685774
T49,S55,0.3188571297957155
T49,S52,0.3233568260550393
T49,S48,0.3237932194238317
T49,S61,0.3262511530713718
T49,S51,0.3267727424166388
T49,S64,0.3283505277629415
T49,S33,0.3290451564949233
T49,S24,0.3300024186367164
T49,S37,0.3306106901902194
T5,S34,0.4267860347146373
T5,S7,0.4299996767916296
T5,S33,0.4330695612731846
T5,S48,0.436013744756857
T5,S19,0.4363245743079783
T5,S37,0.4373046484537888
T5,S39,0.4387556941798237
T5,S15,0.4416409604926427
T5,S13,0.4444614775503468
T5,S14,0.4447562244786823
T50,S53,0.3051141760922469
T50,S12,0.3103739285585014
T50,S16,0.3104778012400058
T50,S56,0.311559173767406
T50,S28,0.3138125226245865
T50,S33,0.3143171792780625
T50,S10,0.3167476230238109
T50,S54,0.3173945649847816
T50,S9,0.3174573872427929
T50,S48,0.3174961955265077
T51,S20,0.2889305611776251
T51,S55,0.292236224814308
T51,S7,0.3022605901588395
T51,S48,0.3031835318446726
T51,S40,0.306354902220006
T51,S51,0.3093626904219602
T51,S33,0.3107763073145895
T51,S56,0.3108608661644292
T51,S10,0.3119821217055089
T51,S41,0.3130595749446616
T52,S9,0.301240456697779
T52,S51,0.3052542082828516
T52,S11,0.3074839167664287
T52,S53,0.3100793975979685
T52,S33,0.3104486697357704
T52,S64,0.3116233044133555
T52,S14,0.3131276088462679
T52,S55,0.3142932167909413
T52,S27,0.3147065441479088
T52,S48,0.315632399359959
T53,S61,0.3330516622039893
T53,S14,0.3380451384411544
T53,S55,0.3399395401092615
T53,S15,0.3432578471495422
T53,S10,0.3436393341354742
T53,S60,0.3454671647017046
T53,S4,0.3464003351088571
T53,S18,0.3475430426071683
T53,S27,0.3492329240228478
T53,S52,0.3504835765640287
T54,S37,0.3506263495046068
T54,S29,0.3599233925672584
T54,S52,0.3601798143920922
T54,S33,0.3630103671123309
T54,S10,0.363897020123504
T54,S16,0.3674831059873692
T54,S56,0.3678710540212262
T54,S34,0.3695881350874686
T54,S4,0.3702476932115428
T54,S57,0.370752569043056
T55,S48,0.3580726547204815
T55,S55,0.361971512846526
T55,S33,0.3705642006610154
T55,S11,0.3708389789950908
T55,S15,0.3723884564564531
T55,S14,0.3737527399753582
T55,S10,0.3753796167515267
T55,S64,0.3761315103990698
T55,S24,0.3782966815228703
T55,S27,0.3792415757363697
T56,S21,0.3712960386521475
T56,S4,0.3749786129603374
T56,S14,0.3768929168278538
T56,S52,0.3778722241383786
T56,S7,0.3785164951088069
T56,S23,0.3785285077599302
T56,S46,0.3796167261380985
T56,S33,0.3798338861640878
T56,S19,0.3813964052115499
T56,S11,0.3814660357190017
T57,S4,0.391735338440432
T57,S11,0.395370299000245
T57,S56,0.3981928117959817
T57,S52,0.4020264218117099
T57,S47,0.4041334272113572
T57,S64,0.4062022682355086
T57,S10,0.4090857449663413
T57,S36,0.4108635838429303
T57,S14,0.4109810146684055
T57,S19,0.4112070686129346
T58,S26,0.3573627281321677
T58,S15,0.3602311600969181
T58,S19,0.367906548157396
T58,S33,0.3686373228807489
T58,S56,0.3686530298191049
T58,S11,0.3745924611687364
T58,S48,0.3759836395115452
T58,S14,0.3760767764674133
T58,S37,0.3776176697974518
T58,S24,0.3778621837298742
T59,S51,0.3699798793416292
T59,S27,0.376563435151759
T59,S4,0.378420343648275
T59,S50,0.3784244779642864
T59,S33,0.3788313992766302
T59,S48,0.3789260859879195
T59,S56,0.3791528585753613
T59,S47,0.3837593933679817
T59,S34,0.3859718811622092
T59,S15,0.386423207462564
T6,S11,0.4454832469119665
T6,S34,0.4604895177297005
T6,S24,0.461978346903
T6,S47,0.462709029286524
T6,S27,0.4686749520683648
T6,S60,0.4716773652847146
T6,S10,0.4738466596126315
T6,S21,0.4743358318731612
T6,S12,0.4757586848964665
T6,S39,0.4771844662615284
T60,S48,0.3899898132596158
T60,S27,0.3900237753264923
T60,S33,0.390924600839557
T60,S47,0.3932405382813045
T60,S29,0.3959501662594091
T60,S30,0.4060387151851362
T60,S52,0.4071043028080586
T60,S57,0.4074463404180124
T60,S6,0.4084711112018869
T60,S55,0.4096587198880677
T61,S34,0.3828033544077175
T61,S29,0.3935616676805102
T61,S51,0.3945107912368665
T61,S4,0.3969753059516165
T61,S10,0.3975563677239367
T61,S33,0.4008189272341937
T61,S3,0.4033989631696681
T61,S1,0.4038325515612373
T61,S27,0.405403948500991
T61,S56,0.4080892367420887
T62,S64,0.3907330632308928
T62,S8,0.3946824307192232
T62,S57,0.3980052892529936
T62,S18,0.3983112200161242
T62,S33,0.4017277665832222
T62,S21,0.4023195904783351
T62,S27,0.4027117354702706
T62,S10,0.4062219297374811
T62,S48,0.407007891951643
T62,S34,0.407364958118683
T63,S33,0.3495039266857617
T63,S49,0.3510087938479057
T63,S27,0.3530743678242771
T63,S34,0.3540411779753498
T63,S47,0.3560308988881945
T63,S55,0.357040559603667
T63,S15,0.357899604593794
T63,S18,0.3586996680253167
T63,S52,0.360930897485053
T63,S42,0.3615538165022555
T64,S26,0.3437573258054512
T64,S50,0.3486258849151153
T64,S64,0.3509992998877275
T64,S19,0.3521789657406092
T64,S48,0.3532984339021189
T64,S11,0.3541922117935324
T64,S56,0.3550348541371639
T64,S10,0.356455956301164
T64,S4,0.3565443261209535
T64,S14,0.3576783343894252
T65,S50,0.3354070945202998
T65,S56,0.3430420243660715
T65,S15,0.3452411447043286
T65,S37,0.3471793951027396
T65,S28,0.3475960325233307
T65,S55,0.3486809894906058
T65,S64,0.3491714529876961
T65,S52,0.3501835896937385
T65,S13,0.3505344574432737
T65,S49,0.3511835851228663
T66,S48,0.3428249807748809
T66,S60,0.3486319723240206
T66,S53,0.353315773721224
T66,S52,0.3553118478488327
T66,S9,0.3563943244091141
T66,S64,0.3579179968952677
T66,S29,0.3584917902458377
T66,S10,0.3594613456337311
T66,S11,0.359514027618172
T66,S58,0.3608441500119482
T68,S29,0.3905696224790053
T68,S27,0.3941949111793743
T68,S15,0.3946530583477036
T68,S34,0.4023057200113383
T68,S1,0.403974502290537
T68,S56,0.4071700046047469
T68,S33,0.4077495084371737
T68,S51,0.4088990820027687
T68,S36,0.4105896496866239
T68,S24,0.4127388355652419
T69,S14,0.3996860572508134
T69,S48,0.402267592896543
T69,S57,0.402404759387944
T69,S35,0.4025807828782007
T69,S24,0.4073357528580855
T69,S56,0.4086514016997418
T69,S18,0.4103178646352479
T69,S11,0.4106749327535253
T69,S37,0.4109418983896027
T69,S23,0.4112158699725409
T7,S56,0.3169618341959182
T7,S46,0.3198293219321149
T7,S57,0.3219258955172716
T7,S47,0.3253043384758463
T7,S15,0.3267317878409393
T7,S36,0.3274103321609561
T7,S40,0.3293127101069408
T7,S39,0.3301351842347921
T7,S12,0.3304815400540986
T7,S64,0.3314103744191978
T70,S56,0.3656668109216257
T70,S6,0.374947994187167
T70,S52,0.3761691695847243
T70,S43,0.3776559312162725
T70,S34,0.3830763449384398
T70,S19,0.3847511510092446
T70,S55,0.3854746245347874
T70,S27,0.3884270158449148
T70,S64,0.3894422634615611
T70,S57,0.3913635784362534
T72,S56,0.3901110277720296
T72,S15,0.4019962988171414
T72,S28,0.402542298892679
T72,S11,0.4027300073575366
T72,S14,0.4071323991969978
T72,S51,0.408397787183313
T72,S30,0.4095467876432129
T72,S4,0.4097136524506066
T72,S40,0.4110730366291891
T72,S26,0.4143533313830428
T73,S28,0.415949118916838
T73,S30,0.4299337324723499
T73,S48,0.4315068171460815
T73,S52,0.4402579379346085
T73,S11,0.4425250662148413
T73,S14,0.4433818445884337
T73,S13,0.4436546694522192
T73,S64,0.4439379738565686
T73,S6,0.4464679829790351
T73,S32,0.4465236804843112
T74,S9,0.4193872782818139
T74,S28,0.4230463803568868
T74,S37,0.428099505771172
T74,S38,0.4342828423646236
T74,S14,0.4350980682850012
T74,S42,0.4353056952797267
T74,S45,0.437367145513449
